,Ratings,Full_review
18992,1,Motorola G30 is a very good..... super products go for it.....
18993,1,I loved and its display is fantastic! And it works very smoothly!
18994,1,Nice set
18995,5,If you want stock Android then go for it. I don't know about the performance of this phone for playing games. But other than that it is a good buy. Camera clarity is good at this price level.
18996,1,good budget phone with stock android
18997,1,This item is very bad. Please don't buy this item👎👎👎👎
18998,1,Good mobile
18999,1,"This mobile dual whatsap not acctpted, and dual sim used, memory card not placed, but average camera,"
19000,1,Love it
19001,1,Nice
19002,1,Good product. Nice rear Camera.
19003,1,Net speed is very low on this phone due to low radiation
19004,1,1. Very slow camera image capturing is very slow.. 2. Screen lock and unlock is very slow 3. Whatsapp camera is sluggish with blur lines visible 4. Flipkart is very adamant to replace the product because of 1 day has over above the return policy period.  Totally fed up with Flipkart service and Moto product.
19005,5,Good product but touch and face unlock not good
19006,1,Its good and many features Bt not for gaming
19007,1,product is not good as expected bad experiences with Flipkart never buy anything from their website
19008,1,Budget mobile performance super
19009,1,Best camera
19010,1,brilliant product . I have no words to say. 📱
19011,1,The camera is a BIG letdown.
19012,1,Awesome
19013,1,"Awesome phone in this price segment with the features provided. 64 GB Storage, Type C Charger, 5000 mah battery which can last for 2 days if you are not playing games on the phone. Camera quality is superb and can click pictures in dark without any issue. Camera quality is good. overall happy with the product,"
19014,1,Camera is not that much good quality as they mentioned in description and they given in the phone. If you looking for good camera quality its not good.
19015,5,Everything is great except the camera.
19016,1,Good battery service.4hour continuous gaming and normal 2days 12 hour supply
19017,1,Middle class person this phone use display poor but camera super duper
19018,1,This mobile is over heating problem
19019,1,Nice
19020,1,The phone have good performance and good android experience. But camera performance is bad not a quality for 64mp images. And display that only you are providing 720p make it more quality
19021,1,Oky
19022,1,Nice
19023,1,Camera is worst !
19024,1,"Very nic, but charging time device is heating problem."
19025,5,Good phone
19026,1,I am happy
19027,1,Good but not bad
19028,1,Worest quality...waste
19029,1,Good
19030,1,Good product
19031,1,"It's absolutely a fantastic phone with huge and good display, good camera and great battery, it's a performance phone."
19032,1,Performance is not good
19033,1,Very good purchase
19034,1,Value for money
19035,5,Nice
19036,1,Good
19037,1,Good performance best in this price
19038,1,Very good phone
19039,1,"Phone is good enough for attending calls and WhatsApp. I took it for my business purpose, which mainly involves taking a lot of calls and being constantly on WhatsApp and the performance is satisfactory. Don't expect to get crisp photos....it produces decent enough photos. Didn't yet try multi-tasking, but I believe that won't be a problem. If taking more calls and being in touch constantly on WhatsApp is ur main thing, this phone is for u. Great battery, good display, good enough processor....."
19040,1,Amazing phone and Camera quality too good
19041,1,Very good product I'm not happy if it's great
19042,1,Good
19043,1,"Amazing product..been a loyal motorolla customer for 6 years now. Upgraded from previous 5s and this is definitely a good upgrade. Performs smoothly, battery stays for a day (standard use) , camera is decent . Only concern was the Google assistant button (which doesn't add value for my use) . Also, emergency button long press directly triggers emergency call. Took time to figure out that you can turn this off from Gestures. Overall, great buy"
19044,1,Good
19045,5,"Value for money, phone is bit bulky but still managed under 200g weight."
19046,1,Nice
19047,1,loved it
19048,1,Just normal not something superb not something bad....
19049,1,Overall good
19050,1,Nice
19051,1,Overall phone is good but temper glass not good Moto G
19052,1,It's ok
19053,1,Good phone in budget price.
19054,1,Supper
19055,5,"One time we use one SIM card, and battery is bad"
19056,1,Good...little bit heavyweight
19057,1,Nice mobile all good in price.
19058,1,Awasome mobile quality
19059,1,Good smartphone for this price
19060,1,Just ok..camera is poor
19061,1,Most of times lags is there... Not a value for money.. but battery backup & charging speed is good
19062,1,Value for money
19063,1,Good performance. Sound qualify is very good
19064,1,Good for older parents
19065,5,Camera stopped working within a month
19066,1,Super
19067,1,Awesome phone in this budget but charging very slowly
19068,1,"After using a month I have found no issues other than a crack which got on it when it slipped from my hands, as there was no screen protection. This was my only problem it should have included a screen guard a cheap one could also do.  -Performance while gaming is top notch, no lags(minecraft bedrock,BGMI,Free fire are the games I regularly play and played asphalt 9 and cod mobile to check the fps and performance) -Camera is easy to use and captures clear images -The 90hz display is cherry on..."
19069,1,Very good mobile but not more stylish
19070,1,Worth for money
19071,1,Very bad phone not buy this phone 😡😡😡😡
19072,1,It's good
19073,1,"No any security function in this mobile and charger is very bad, charging time is also very slow. This is not success set"
19074,1,Hello Moto very nice Moto mobile
19075,5,So beautiful colour and mobile back camera is good but front camera is not good as like simple but sounds quality is very good but everything is nice also bettary too good but I am so happy and I love this cellphone 🥰🥰🥰🥰🥰
19076,1,It's good in this price.
19077,1,This phone is better but not play the pubg in high quality
19078,1,Value for money
19079,1,"It a advanced version of moto g10 power. I have both, it seems to be smoother than g10 power. camera not as expected but ok Display quality is good. Colour combination is more realistic. Battery last for 5 hours of extreme use. Normal use get upto 10 hours. Screen refresh rate is good, smooth experience. Processor is doing good job. Even pubg can run smoothly without any lag or ping."
19080,1,Camara is not clear
19081,1,"Beyond expectations, an affordable phone in this budget with great features loaded. This phone has the latest stock android 11 with no ads and no bloatware. This phone is easy to use for gaming, great camera, silicone clear case included, and has a lot of memory to store all your media files and documents. In addition, it has a very good battery life, processor, IPS display with 90Hz, and is well built. Moreover, timely delivered thanks to Flipkart for such fast delivery."
19082,1,Nice 👌👌👌
19083,1,Camera is like 5 mp. Worst camera experience
19084,1,best phone at this price range
19085,5,Worst Camera Lot of hanging problem too much slow..
19086,1,Super
19087,1,"Best phone for this price segment. Especially NO ADS like the other phones & great performance. Camera could have been even better but again for the price segment, the performance & display is killer."
19088,1,Ok..
19089,1,Good
19090,1,Super
19091,1,good phone
19092,1,Super mobile best charge and best camera and fast delivery
19093,1,Little Heating issue
19094,1,Good phone
19095,5,It's ok but Display quality no batter
19096,1,Don't buy it
19097,1,Very vrry good of save my mony
19098,1,Worst phone waste of money
19099,1,Camera is very bad
19100,1,Superb in this price segment
19101,1,Nice phone in this prize Only one problem face in sleep position mob. Was not toch working proper beacause it sensor on back side
19102,1,Good but This phone price range is higher 10000
19103,1,Camera is not good as mentioned in advertisement if you are not a camera
19104,1,"Camera is not good for what I expected, battery back up was also not a good"
19105,5,Good camera
19106,1,I am always moto user this one is my 6th phone from Motorola. User friendly phone
19107,1,Valuable product
19108,1,Awsome performance and good UI .. i love to use this interface .. but provide screen guard with mobiles please
19109,1,Camera quality is faltu and slow Britness liw
19110,1,Fabulous
19111,1,64mp but resulation 38.2mp on camera Dabba phone Camera faltu Display resolution 5/2 Battery ok Mobile 📲 after 10/3 only.
19112,1,"Super and nice mobile in the range , hardware is good from Moto . Software is good because it’s pure android,"
19113,1,Worth of money...
19114,1,Nice
19115,5,Not bad
19116,1,Hello moto
